indicator,indicator_type,threat_type,severity,source,first_seen,label
http://img267.example.org/index,url,malware_delivery,high,opensource_feed_b,2026-06-29T17:00:00,malicious
203.0.113.184,ipv4,scanning,low,opensource_feed_b,2026-07-18T06:00:00,benign
http://secure269.example.org/login,url,scanning,high,opensource_feed_a,2026-07-31T01:00:00,suspicious
http://files270.example.org/a,url,brute_force,high,opensource_feed_a,2026-07-25T13:00:00,suspicious
b4914598ba55bfa7f9edf6647ee6e6d5,md5,unknown,low,opensource_feed_b,2026-07-31T15:00:00,benign
203.0.113.155,ipv4,scanning,low,opensource_feed_a,2026-06-04T08:00:00,benign
203.0.113.212,ipv4,command_and_control,low,opensource_feed_b,2026-07-22T00:00:00,benign
b0109b0fcd6ab9ea636f3b0173f0c9af,md5,brute_force,medium,internal_soc_export,2026-06-24T22:00:00,benign
644f7495150f7df51df122bfd923c7d6733aa68c,sha1,brute_force,high,opensource_feed_a,2026-06-09T01:00:00,suspicious
05f825eb74ce4366f4b58428366cfc559988d06b61e6c6b7bba8abe03c79ee9e,sha256,malware_delivery,high,opensource_feed_a,2026-06-18T09:00:00,malicious
5cdfe96e39e7244fa7783239b25731a3,md5,unknown,low,opensource_feed_b,2026-07-17T06:00:00,benign
192.0.2.160,ipv4,data_exfiltration,medium,opensource_feed_b,2026-07-21T05:00:00,suspicious
09548fd419c8dec9f69033d24ac4e8f18ca8e97b,sha1,unknown,high,opensource_feed_b,2026-07-17T09:00:00,benign
192.0.2.254,ipv4,botnet,high,opensource_feed_b,2026-06-04T23:00:00,malicious
203.0.113.27,ipv4,scanning,low,internal_soc_export,2026-07-03T02:00:00,benign
api282.example.com,domain,command_and_control,medium,internal_soc_export,2026-06-11T03:00:00,suspicious
198.51.100.200,ipv4,phishing,low,internal_soc_export,2026-07-26T15:00:00,benign
198.51.100.42,ipv4,scanning,medium,opensource_feed_a,2026-06-01T08:00:00,benign
198.51.100.163,ipv4,malware_delivery,low,opensource_feed_b,2026-06-04T06:00:00,suspicious
2a8ad9da8a581c2116b402f4bef0a4c28fb7583552ff0808efaff146ef29dd37,sha256,botnet,high,opensource_feed_b,2026-07-28T14:00:00,suspicious
http://account287.example.org/download,url,botnet,high,internal_soc_export,2026-07-08T03:00:00,malicious
203.0.113.204,ipv4,brute_force,medium,opensource_feed_b,2026-07-01T19:00:00,suspicious
198.51.100.99,ipv4,unknown,low,internal_soc_export,2026-08-09T21:00:00,benign
198.51.100.236,ipv4,command_and_control,medium,opensource_feed_a,2026-06-29T17:00:00,malicious
192.0.2.109,ipv4,data_exfiltration,high,opensource_feed_a,2026-07-11T11:00:00,malicious
ebc2ae5c072ae3c5da8f44f53eb823733520b35eca63b1c1b351dd3845794c05,sha256,brute_force,medium,internal_soc_export,2026-06-22T03:00:00,suspicious
login293.example.com,domain,command_and_control,high,opensource_feed_b,2026-08-03T03:00:00,malicious
mail294.example.com,domain,command_and_control,critical,opensource_feed_b,2026-06-16T01:00:00,malicious
api295.example.com,domain,phishing,medium,opensource_feed_a,2026-06-29T17:00:00,suspicious
http://secure296.example.org/download,url,malware_delivery,low,opensource_feed_b,2026-07-17T05:00:00,suspicious
203.0.113.252,ipv4,data_exfiltration,medium,opensource_feed_b,2026-07-05T23:00:00,suspicious
http://verify298.example.org/a,url,command_and_control,low,internal_soc_export,2026-06-27T14:00:00,suspicious
cdn299.example.com,domain,phishing,critical,opensource_feed_b,2026-06-05T19:00:00,malicious
http://img300.example.org/login,url,data_exfiltration,medium,opensource_feed_b,2026-06-23T07:00:00,suspicious
203.0.113.149,ipv4,botnet,low,opensource_feed_b,2026-06-12T18:00:00,benign
update302.example.com,domain,unknown,medium,opensource_feed_b,2026-08-06T22:00:00,suspicious
7c32fc0295c7594be492978b3b13cdcb,md5,data_exfiltration,low,opensource_feed_b,2026-07-10T05:00:00,suspicious
ff606da643903a6be3938a93a2c49bd2,md5,command_and_control,high,opensource_feed_b,2026-06-18T13:00:00,malicious
update305.example.com,domain,unknown,critical,internal_soc_export,2026-07-28T00:00:00,malicious
203.0.113.84,ipv4,botnet,critical,opensource_feed_a,2026-07-13T01:00:00,suspicious
http://secure307.example.org/login,url,data_exfiltration,low,opensource_feed_b,2026-06-01T04:00:00,suspicious
http://verify308.example.org/a,url,unknown,low,internal_soc_export,2026-07-05T09:00:00,benign
aedc4e0d37c744e417c9c7a0090fd91cc038e522,sha1,brute_force,medium,opensource_feed_a,2026-06-28T04:00:00,suspicious
static310.example.com,domain,unknown,high,opensource_feed_b,2026-07-19T10:00:00,benign
759ef5e071d14d887f5ba8bf8680d2e1,md5,phishing,medium,opensource_feed_a,2026-06-25T13:00:00,suspicious
api312.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-06-20T16:00:00,suspicious
5aa5282cbd720346997d83c33f0e9bd092a60ec0,sha1,brute_force,critical,opensource_feed_a,2026-06-23T05:00:00,suspicious
198.51.100.124,ipv4,malware_delivery,high,opensource_feed_b,2026-08-03T12:00:00,suspicious
3d0a6772ff303e70dab033ce86753ee81ad610dc,sha1,command_and_control,low,internal_soc_export,2026-06-07T05:00:00,benign
mail316.example.com,domain,phishing,medium,opensource_feed_a,2026-06-01T15:00:00,suspicious
41bae0d3328d5ea3d5bba1517ea68b17565c921815f13e878610c88479ba6b66,sha256,botnet,medium,opensource_feed_b,2026-07-09T09:00:00,suspicious
b2d598bf40371b062c686d8d993ac408,md5,data_exfiltration,low,opensource_feed_b,2026-06-15T03:00:00,benign
http://secure319.example.org/login,url,unknown,critical,opensource_feed_a,2026-07-01T03:00:00,malicious
http://img320.example.org/login,url,scanning,high,opensource_feed_a,2026-06-25T14:00:00,suspicious
http://img321.example.org/download,url,command_and_control,low,opensource_feed_b,2026-07-22T11:00:00,benign
203.0.113.2,ipv4,phishing,low,opensource_feed_a,2026-07-25T18:00:00,suspicious
http://files323.example.org/a,url,unknown,low,opensource_feed_a,2026-06-27T17:00:00,benign
6d8328efbdf3a76383c7fa68ebdededcef73c91f,sha1,brute_force,medium,opensource_feed_a,2026-06-09T09:00:00,benign
login325.example.com,domain,unknown,high,opensource_feed_a,2026-06-15T20:00:00,suspicious
203.0.113.167,ipv4,phishing,critical,opensource_feed_a,2026-06-04T17:00:00,suspicious
192.0.2.130,ipv4,unknown,medium,opensource_feed_b,2026-07-17T00:00:00,benign
198.51.100.108,ipv4,unknown,low,internal_soc_export,2026-08-01T09:00:00,benign
http://account329.example.org/index,url,brute_force,critical,opensource_feed_b,2026-07-01T09:00:00,malicious
http://files330.example.org/a,url,unknown,medium,opensource_feed_b,2026-08-05T10:00:00,benign
9b50a207c9f5a9b0c405af9773945f8bd9d939a8,sha1,malware_delivery,critical,opensource_feed_a,2026-08-02T19:00:00,malicious
api332.example.com,domain,phishing,high,internal_soc_export,2026-08-09T05:00:00,suspicious
198.51.100.125,ipv4,scanning,critical,opensource_feed_a,2026-07-01T21:00:00,benign
c94623c3327de72feface6cba2c24083,md5,brute_force,low,internal_soc_export,2026-06-25T21:00:00,benign
cdn335.example.com,domain,phishing,high,opensource_feed_b,2026-06-22T23:00:00,suspicious
192.0.2.195,ipv4,data_exfiltration,low,internal_soc_export,2026-06-19T13:00:00,benign
cdn337.example.com,domain,command_and_control,medium,opensource_feed_b,2026-06-15T02:00:00,suspicious
198.51.100.55,ipv4,brute_force,medium,opensource_feed_a,2026-08-09T11:00:00,benign
login339.example.com,domain,unknown,low,opensource_feed_b,2026-07-25T14:00:00,benign
192.0.2.228,ipv4,brute_force,medium,opensource_feed_a,2026-06-14T16:00:00,benign
192.0.2.200,ipv4,brute_force,high,internal_soc_export,2026-06-20T09:00:00,suspicious
http://files342.example.org/a,url,unknown,low,opensource_feed_a,2026-06-02T12:00:00,benign
http://files343.example.org/a,url,data_exfiltration,critical,internal_soc_export,2026-08-08T07:00:00,malicious
update344.example.com,domain,botnet,high,opensource_feed_a,2026-07-14T05:00:00,malicious
203.0.113.41,ipv4,scanning,critical,opensource_feed_b,2026-07-03T18:00:00,suspicious
203.0.113.246,ipv4,command_and_control,critical,opensource_feed_a,2026-06-01T11:00:00,malicious
mail347.example.com,domain,command_and_control,critical,internal_soc_export,2026-06-21T13:00:00,malicious
203.0.113.4,ipv4,botnet,high,opensource_feed_b,2026-06-05T13:00:00,suspicious
198.51.100.80,ipv4,scanning,low,opensource_feed_a,2026-07-13T22:00:00,benign
http://img350.example.org/a,url,unknown,high,opensource_feed_a,2026-06-15T15:00:00,suspicious
203.0.113.210,ipv4,unknown,medium,opensource_feed_a,2026-06-12T05:00:00,benign
http://verify352.example.org/index,url,scanning,critical,internal_soc_export,2026-08-10T17:00:00,malicious
login353.example.com,domain,command_and_control,critical,internal_soc_export,2026-06-27T16:00:00,malicious
192.0.2.238,ipv4,brute_force,low,opensource_feed_b,2026-06-27T23:00:00,benign
http://account355.example.org/login,url,unknown,high,opensource_feed_a,2026-06-21T10:00:00,suspicious
a4c1157ee7e26d7f74f1e53629c33a42cc687d26,sha1,malware_delivery,medium,internal_soc_export,2026-07-01T19:00:00,suspicious
b6919faba028ec13246bb40a39d42ec333cd4dba,sha1,malware_delivery,low,opensource_feed_b,2026-07-09T13:00:00,suspicious
http://account358.example.org/index,url,malware_delivery,medium,opensource_feed_b,2026-07-22T23:00:00,malicious
183e1bfeb509b620a7dd5b28783043ec97b0708e,sha1,brute_force,medium,opensource_feed_a,2026-06-10T08:00:00,benign
http://files360.example.org/a,url,unknown,low,internal_soc_export,2026-07-27T19:00:00,benign
api361.example.com,domain,scanning,critical,internal_soc_export,2026-07-01T18:00:00,suspicious
192.0.2.87,ipv4,command_and_control,medium,opensource_feed_b,2026-06-06T11:00:00,suspicious
http://files363.example.org/index,url,command_and_control,medium,internal_soc_export,2026-06-11T20:00:00,malicious
mail364.example.com,domain,phishing,critical,opensource_feed_a,2026-07-06T07:00:00,malicious
api365.example.com,domain,malware_delivery,high,opensource_feed_b,2026-07-02T20:00:00,suspicious
http://img366.example.org/login,url,brute_force,medium,internal_soc_export,2026-07-29T08:00:00,suspicious
cee5de2a3b85e2418f7f70b031f93b52,md5,scanning,medium,opensource_feed_b,2026-07-16T06:00:00,benign
mail368.example.com,domain,phishing,high,opensource_feed_a,2026-08-04T06:00:00,malicious
http://files369.example.org/index,url,brute_force,medium,internal_soc_export,2026-07-06T01:00:00,suspicious
106af13ed37b7acfe9ff149b6c25e1e3,md5,phishing,critical,internal_soc_export,2026-07-24T19:00:00,malicious
e245f0d8ad9ec684853c2141d06b27045ebba108ef03e3ca06438c2b406beb88,sha256,command_and_control,low,opensource_feed_a,2026-07-03T09:00:00,suspicious
http://img372.example.org/download,url,phishing,medium,opensource_feed_b,2026-07-27T00:00:00,suspicious
192.0.2.116,ipv4,unknown,medium,opensource_feed_b,2026-07-19T14:00:00,benign
192.0.2.242,ipv4,unknown,critical,internal_soc_export,2026-08-07T02:00:00,suspicious
a97f16a78c69d600c78288a0f480c28d,md5,scanning,medium,internal_soc_export,2026-07-20T22:00:00,benign
cdn376.example.com,domain,scanning,medium,internal_soc_export,2026-07-13T03:00:00,benign
198.51.100.166,ipv4,malware_delivery,critical,internal_soc_export,2026-07-29T17:00:00,malicious
login378.example.com,domain,malware_delivery,low,opensource_feed_a,2026-06-04T06:00:00,malicious
api379.example.com,domain,malware_delivery,high,opensource_feed_b,2026-07-08T11:00:00,suspicious
api380.example.com,domain,phishing,high,opensource_feed_b,2026-06-17T09:00:00,suspicious
198.51.100.17,ipv4,scanning,medium,opensource_feed_a,2026-08-04T02:00:00,benign
203.0.113.125,ipv4,malware_delivery,low,opensource_feed_a,2026-07-01T16:00:00,suspicious
static383.example.com,domain,phishing,medium,internal_soc_export,2026-08-04T08:00:00,suspicious
4e6a1fd8296a9d4fad3b78011c72af85843ed73b5960bba4c211bebe35dc2b3c,sha256,scanning,critical,opensource_feed_a,2026-06-16T13:00:00,suspicious
api385.example.com,domain,unknown,low,opensource_feed_b,2026-07-03T06:00:00,benign
286c1ae0adb867de134aa2d72b617ec9,md5,malware_delivery,low,opensource_feed_a,2026-08-03T04:00:00,suspicious
192.0.2.241,ipv4,unknown,low,opensource_feed_b,2026-07-25T19:00:00,benign
api388.example.com,domain,malware_delivery,medium,opensource_feed_a,2026-06-23T04:00:00,suspicious
198.51.100.95,ipv4,scanning,low,opensource_feed_a,2026-08-06T15:00:00,benign
http://account390.example.org/a,url,unknown,medium,opensource_feed_a,2026-08-09T22:00:00,suspicious
764f014f425c1900000395119b445ee863aeffb953de361717a0ba767c0869de,sha256,unknown,low,opensource_feed_a,2026-07-28T00:00:00,benign
203.0.113.29,ipv4,unknown,high,internal_soc_export,2026-06-13T03:00:00,suspicious
203.0.113.178,ipv4,botnet,critical,opensource_feed_a,2026-06-22T06:00:00,suspicious
6541e162c0ed12fbf0380033db4e3d16f27ff73f,sha1,unknown,medium,internal_soc_export,2026-06-11T10:00:00,benign
cdn395.example.com,domain,command_and_control,medium,internal_soc_export,2026-08-04T10:00:00,suspicious
http://account396.example.org/download,url,command_and_control,high,opensource_feed_a,2026-06-15T22:00:00,malicious
203.0.113.230,ipv4,unknown,low,opensource_feed_b,2026-06-21T21:00:00,benign
6c56c62451e29343cce705ecce514e4d,md5,phishing,low,opensource_feed_a,2026-06-28T19:00:00,suspicious
192.0.2.57,ipv4,malware_delivery,high,opensource_feed_b,2026-07-26T02:00:00,suspicious
http://account400.example.org/a,url,scanning,medium,internal_soc_export,2026-07-24T04:00:00,suspicious
api401.example.com,domain,brute_force,medium,internal_soc_export,2026-07-03T04:00:00,benign
69813c85eb3e5e05f529a2486c8f87cf566bbb844aedf624cf684cbfbed67111,sha256,botnet,critical,internal_soc_export,2026-08-02T10:00:00,malicious
198.51.100.5,ipv4,unknown,high,opensource_feed_a,2026-08-08T15:00:00,suspicious
198.51.100.248,ipv4,phishing,high,opensource_feed_a,2026-08-06T05:00:00,suspicious
http://files405.example.org/download,url,unknown,medium,opensource_feed_a,2026-06-14T21:00:00,benign
http://verify406.example.org/login,url,scanning,medium,internal_soc_export,2026-06-12T09:00:00,suspicious
http://account407.example.org/index,url,command_and_control,high,opensource_feed_a,2026-07-25T03:00:00,malicious
7f331ef316bfa06c23710666ec51c3887513a807febd0999aeb350253c8a23e6,sha256,malware_delivery,high,opensource_feed_a,2026-06-11T06:00:00,suspicious
bcd084741774f90f10a2f66b8edadb5e8a38ae64ad5cd2d1fa17e6ccad7174b2,sha256,brute_force,medium,opensource_feed_a,2026-07-13T16:00:00,benign
http://account410.example.org/login,url,unknown,high,opensource_feed_b,2026-06-09T15:00:00,suspicious
47d8f704eff4218f301b1c24aaa534cb,md5,brute_force,critical,opensource_feed_b,2026-06-08T07:00:00,suspicious
50224c9225a8b79ace85a3b1e2a5e171b98a0b02,sha1,botnet,medium,opensource_feed_a,2026-07-11T13:00:00,suspicious
212697a6b20ecce4ed738a14b192b259,md5,command_and_control,low,internal_soc_export,2026-07-07T18:00:00,suspicious
198.51.100.138,ipv4,data_exfiltration,medium,opensource_feed_a,2026-08-02T12:00:00,suspicious
api415.example.com,domain,data_exfiltration,high,internal_soc_export,2026-07-12T09:00:00,suspicious
192.0.2.64,ipv4,malware_delivery,low,opensource_feed_b,2026-06-23T04:00:00,benign
e61011fdb6d7ac106676e1c64ed2bcae7c80b33af6cf0ac627a9552e07276212,sha256,data_exfiltration,critical,opensource_feed_a,2026-06-02T15:00:00,suspicious
192.0.2.231,ipv4,malware_delivery,high,opensource_feed_a,2026-07-31T00:00:00,malicious
198.51.100.73,ipv4,brute_force,critical,internal_soc_export,2026-06-26T18:00:00,suspicious
646c2813bf28aff08f0270331143d5e7,md5,scanning,low,opensource_feed_a,2026-06-08T09:00:00,benign
update421.example.com,domain,botnet,high,opensource_feed_a,2026-07-17T07:00:00,malicious
cdn422.example.com,domain,malware_delivery,high,internal_soc_export,2026-08-02T13:00:00,suspicious
192.0.2.174,ipv4,data_exfiltration,high,opensource_feed_b,2026-07-06T02:00:00,suspicious
203.0.113.135,ipv4,data_exfiltration,high,internal_soc_export,2026-06-22T19:00:00,malicious
1d07b5e7a9effbb8997ead7792ce0329,md5,data_exfiltration,medium,opensource_feed_b,2026-07-17T14:00:00,suspicious
http://account426.example.org/download,url,data_exfiltration,low,opensource_feed_b,2026-06-23T12:00:00,suspicious
6e37ea0091d33b703d0303bea1e66175ebfb1f5297290e26cad6cca3e169e7e3,sha256,unknown,medium,opensource_feed_a,2026-07-13T02:00:00,benign
3998acb866bcdb66bcddb947c2b8d69b25072285,sha1,scanning,high,opensource_feed_a,2026-07-09T10:00:00,suspicious
1178eeee9093788513e188d04c5896f22bfe175577d960778082bf36b15f98c2,sha256,botnet,high,internal_soc_export,2026-08-09T00:00:00,suspicious
update430.example.com,domain,brute_force,critical,internal_soc_export,2026-06-02T13:00:00,malicious
cdn431.example.com,domain,command_and_control,low,opensource_feed_b,2026-06-05T10:00:00,suspicious
http://verify432.example.org/login,url,malware_delivery,medium,internal_soc_export,2026-06-11T01:00:00,malicious
http://img433.example.org/login,url,malware_delivery,high,opensource_feed_b,2026-06-15T13:00:00,malicious
192.0.2.70,ipv4,command_and_control,high,internal_soc_export,2026-07-10T22:00:00,malicious
static435.example.com,domain,phishing,medium,opensource_feed_a,2026-07-05T03:00:00,benign
http://verify436.example.org/download,url,command_and_control,critical,opensource_feed_b,2026-06-28T18:00:00,malicious
d52a4b456eac163670d2e3cc3388257c0e9f6d93,sha1,data_exfiltration,medium,opensource_feed_a,2026-06-27T15:00:00,suspicious
http://secure438.example.org/login,url,command_and_control,medium,opensource_feed_b,2026-06-15T00:00:00,suspicious
53f98a07167ab79a8817aafd10be2e5a942a18e35c2cdcbaf0a295ae71c66876,sha256,brute_force,high,opensource_feed_b,2026-07-29T10:00:00,suspicious
login440.example.com,domain,brute_force,high,opensource_feed_a,2026-06-22T05:00:00,suspicious
024b2b9a3447d14d667a7e0d407198d078a12810,sha1,phishing,low,opensource_feed_b,2026-06-30T07:00:00,benign
2ae7a5a981968265f85f7813a5925362e67095c7,sha1,brute_force,critical,opensource_feed_a,2026-07-20T09:00:00,suspicious
203.0.113.160,ipv4,botnet,critical,opensource_feed_b,2026-08-01T21:00:00,suspicious
192.0.2.76,ipv4,unknown,medium,internal_soc_export,2026-06-06T14:00:00,benign
static445.example.com,domain,unknown,medium,internal_soc_export,2026-07-12T22:00:00,benign
login446.example.com,domain,unknown,low,internal_soc_export,2026-08-04T03:00:00,benign
203.0.113.13,ipv4,malware_delivery,high,opensource_feed_a,2026-07-23T01:00:00,suspicious
203.0.113.207,ipv4,data_exfiltration,high,opensource_feed_b,2026-07-14T11:00:00,suspicious
http://secure449.example.org/download,url,phishing,high,internal_soc_export,2026-06-20T08:00:00,malicious
203.0.113.177,ipv4,unknown,medium,internal_soc_export,2026-07-04T10:00:00,benign
192.0.2.30,ipv4,unknown,high,internal_soc_export,2026-07-18T08:00:00,suspicious
203.0.113.5,ipv4,command_and_control,critical,opensource_feed_a,2026-06-28T20:00:00,malicious
f32257923e366045896cc3e924f9154f,md5,data_exfiltration,low,opensource_feed_b,2026-07-16T02:00:00,suspicious
203.0.113.46,ipv4,command_and_control,high,internal_soc_export,2026-07-31T14:00:00,malicious
203.0.113.170,ipv4,unknown,high,opensource_feed_b,2026-06-18T21:00:00,benign
http://img456.example.org/index,url,botnet,medium,opensource_feed_a,2026-08-03T19:00:00,suspicious
192.0.2.24,ipv4,botnet,medium,internal_soc_export,2026-07-28T21:00:00,suspicious
http://verify458.example.org/download,url,malware_delivery,high,internal_soc_export,2026-08-05T21:00:00,malicious
391562a5bdbf0e1be93e8b322b2ae8c59e5aa5b3,sha1,data_exfiltration,low,opensource_feed_b,2026-07-25T05:00:00,benign
14f00cb8ed57ebab4609c416c1221318,md5,scanning,critical,opensource_feed_a,2026-07-14T01:00:00,suspicious
192.0.2.228,ipv4,phishing,high,opensource_feed_b,2026-07-04T17:00:00,suspicious
192.0.2.75,ipv4,unknown,critical,internal_soc_export,2026-06-26T03:00:00,suspicious
203.0.113.78,ipv4,malware_delivery,medium,opensource_feed_a,2026-07-27T13:00:00,suspicious
cdn464.example.com,domain,data_exfiltration,high,opensource_feed_a,2026-07-19T03:00:00,malicious
192.0.2.213,ipv4,command_and_control,high,opensource_feed_b,2026-07-14T04:00:00,malicious
14f138b96ffa0cd2957631de280462a7,md5,phishing,high,internal_soc_export,2026-07-03T15:00:00,malicious
http://verify467.example.org/a,url,scanning,low,opensource_feed_a,2026-08-04T16:00:00,suspicious
192.0.2.145,ipv4,botnet,low,opensource_feed_a,2026-06-30T17:00:00,benign
http://verify469.example.org/download,url,brute_force,high,opensource_feed_b,2026-07-30T00:00:00,suspicious
192.0.2.4,ipv4,command_and_control,medium,opensource_feed_a,2026-06-29T19:00:00,suspicious
192.0.2.137,ipv4,unknown,low,internal_soc_export,2026-06-05T15:00:00,benign
203.0.113.250,ipv4,data_exfiltration,high,opensource_feed_b,2026-07-29T18:00:00,malicious
update473.example.com,domain,botnet,high,opensource_feed_b,2026-06-22T14:00:00,malicious
http://files474.example.org/a,url,phishing,high,opensource_feed_a,2026-06-20T23:00:00,suspicious
198.51.100.141,ipv4,command_and_control,low,internal_soc_export,2026-07-19T14:00:00,suspicious
static476.example.com,domain,brute_force,medium,internal_soc_export,2026-08-08T03:00:00,benign
3f138713be75194d6237f02305e86aff592f6973,sha1,brute_force,low,opensource_feed_b,2026-07-21T05:00:00,benign
http://secure478.example.org/a,url,malware_delivery,medium,internal_soc_export,2026-08-08T21:00:00,malicious
http://img479.example.org/download,url,unknown,medium,opensource_feed_a,2026-06-26T21:00:00,benign
login480.example.com,domain,brute_force,critical,opensource_feed_a,2026-07-02T14:00:00,malicious
198.51.100.41,ipv4,command_and_control,high,opensource_feed_a,2026-06-24T13:00:00,suspicious
8d564f0be9d58f03b507b4f3557056f188e9b077bc515d70e0e5c46509d39612,sha256,malware_delivery,low,internal_soc_export,2026-07-31T01:00:00,benign
login483.example.com,domain,scanning,high,internal_soc_export,2026-07-13T03:00:00,suspicious
7bf68b4d84ce66982c85f640cac1ab632b8cc476,sha1,unknown,low,opensource_feed_b,2026-07-02T05:00:00,benign
192.0.2.128,ipv4,unknown,high,internal_soc_export,2026-06-07T20:00:00,benign
http://verify486.example.org/login,url,scanning,critical,internal_soc_export,2026-07-16T15:00:00,suspicious
http://img487.example.org/download,url,brute_force,medium,opensource_feed_a,2026-07-05T10:00:00,benign
4c7386270adab07a08e9283c2832b682bf2aad8a9ed7caac04513256d5e095d9,sha256,data_exfiltration,critical,internal_soc_export,2026-06-22T17:00:00,malicious
198.51.100.136,ipv4,data_exfiltration,low,internal_soc_export,2026-06-10T14:00:00,benign
198.51.100.230,ipv4,brute_force,high,opensource_feed_a,2026-08-08T01:00:00,suspicious
198.51.100.215,ipv4,unknown,medium,opensource_feed_b,2026-07-25T07:00:00,benign
http://account492.example.org/login,url,unknown,low,internal_soc_export,2026-07-11T06:00:00,benign
login493.example.com,domain,malware_delivery,medium,internal_soc_export,2026-08-03T23:00:00,malicious
3eeac999844a6f0bcb3d5e39208251898de09cd1,sha1,scanning,low,internal_soc_export,2026-06-30T17:00:00,benign
198.51.100.67,ipv4,botnet,critical,internal_soc_export,2026-07-11T13:00:00,malicious
d7eb4660c17d43898eed65a91a5d6940,md5,scanning,medium,opensource_feed_b,2026-06-13T02:00:00,benign
192.0.2.96,ipv4,malware_delivery,high,internal_soc_export,2026-07-05T16:00:00,malicious
login498.example.com,domain,malware_delivery,high,internal_soc_export,2026-07-06T10:00:00,malicious
198.51.100.220,ipv4,unknown,high,opensource_feed_a,2026-08-10T02:00:00,suspicious
http://verify500.example.org/download,url,unknown,high,opensource_feed_a,2026-06-14T20:00:00,suspicious
343d17ca58b5246df452a3d1ea3fd74f3a81d4b4,sha1,command_and_control,critical,opensource_feed_a,2026-06-29T04:00:00,malicious
203.0.113.116,ipv4,data_exfiltration,critical,internal_soc_export,2026-06-26T23:00:00,suspicious
0b36b6ff85850e568b628ce5c5c118a7,md5,brute_force,low,internal_soc_export,2026-06-01T04:00:00,benign
203.0.113.22,ipv4,phishing,low,opensource_feed_b,2026-07-02T09:00:00,suspicious
http://verify505.example.org/download,url,phishing,high,opensource_feed_b,2026-07-08T15:00:00,malicious
http://secure506.example.org/index,url,unknown,medium,opensource_feed_b,2026-08-08T15:00:00,suspicious
198.51.100.67,ipv4,malware_delivery,medium,opensource_feed_b,2026-06-13T21:00:00,benign
198.51.100.186,ipv4,scanning,high,opensource_feed_b,2026-07-12T05:00:00,suspicious
eec4b965f48f0fe1ab80fbeca0b4ba9e2ca8e143ab85c28a8401260083eed03e,sha256,unknown,high,internal_soc_export,2026-07-20T04:00:00,benign
198.51.100.42,ipv4,scanning,medium,internal_soc_export,2026-08-06T22:00:00,benign
login511.example.com,domain,malware_delivery,medium,opensource_feed_b,2026-06-06T13:00:00,malicious
c7c1dbba86b9cfd4d3ddb8bbf1e82b6692f04249,sha1,data_exfiltration,high,opensource_feed_b,2026-07-15T01:00:00,suspicious
f9aba00a8dc23786f62f06fc98976f87f5b3042a,sha1,scanning,high,opensource_feed_b,2026-07-10T12:00:00,suspicious
192.0.2.252,ipv4,data_exfiltration,high,opensource_feed_a,2026-08-07T11:00:00,suspicious
192.0.2.234,ipv4,phishing,medium,internal_soc_export,2026-08-05T11:00:00,suspicious
login516.example.com,domain,phishing,high,internal_soc_export,2026-07-21T16:00:00,malicious
192.0.2.5,ipv4,unknown,high,internal_soc_export,2026-08-09T13:00:00,suspicious
198.51.100.237,ipv4,malware_delivery,critical,internal_soc_export,2026-06-12T22:00:00,malicious
203.0.113.158,ipv4,unknown,medium,opensource_feed_b,2026-07-25T02:00:00,benign
mail520.example.com,domain,data_exfiltration,low,opensource_feed_b,2026-06-01T14:00:00,suspicious
static521.example.com,domain,botnet,medium,opensource_feed_a,2026-06-16T23:00:00,suspicious
198.51.100.8,ipv4,malware_delivery,low,internal_soc_export,2026-06-12T20:00:00,suspicious
82a188f3f9cda22de8fc296aa5e9761d2c0d768a,sha1,botnet,critical,opensource_feed_a,2026-07-21T11:00:00,suspicious
api524.example.com,domain,data_exfiltration,medium,internal_soc_export,2026-06-26T16:00:00,suspicious
198.51.100.150,ipv4,malware_delivery,critical,opensource_feed_a,2026-07-10T04:00:00,malicious
cb1237c4fbe604b87ae17048fd677cefec7145d7b044e36c443b2c5e62d47b8a,sha256,scanning,low,opensource_feed_a,2026-06-29T10:00:00,benign
http://account527.example.org/index,url,brute_force,critical,opensource_feed_a,2026-07-26T16:00:00,malicious
eb15a275b3034617b6a91f514d8da14b,md5,data_exfiltration,medium,opensource_feed_b,2026-07-25T20:00:00,suspicious
api529.example.com,domain,data_exfiltration,medium,opensource_feed_a,2026-06-11T00:00:00,suspicious
static530.example.com,domain,command_and_control,high,opensource_feed_b,2026-06-04T07:00:00,malicious
cdn531.example.com,domain,phishing,low,opensource_feed_a,2026-07-07T04:00:00,suspicious
e839616935d361f5cd3d19339b2e203b9f429343795ca97bf0ba0c8b556b597a,sha256,botnet,medium,opensource_feed_a,2026-08-04T05:00:00,suspicious
203.0.113.20,ipv4,scanning,high,opensource_feed_b,2026-07-26T16:00:00,benign
09782a3552c994c73d2e0d1ad8938932,md5,unknown,high,internal_soc_export,2026-06-21T16:00:00,benign
2433a6e1f607ade86be79d6bf41915f0,md5,brute_force,high,internal_soc_export,2026-07-26T07:00:00,suspicious
1d68c984e7619547895baed1af0e238628268a067e2f9ee085aa95997a4f5007,sha256,command_and_control,low,internal_soc_export,2026-07-28T10:00:00,suspicious
http://secure537.example.org/index,url,command_and_control,medium,internal_soc_export,2026-06-16T17:00:00,malicious
c635eabdf6e63d0724521b1a5983aa3c,md5,brute_force,critical,internal_soc_export,2026-07-07T14:00:00,suspicious
